chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0.472817,0.047727,2200.295379,3277.31626,3966.092395,0.044103,-353.086945,159.37001,-5.19328,10.638174,13.245216,3.256564,-10.813251,-0.111301,-7.384728,0.984634,3.172794,12.402629,-3.35727,-0.904113,-4.562726,6.772571,5.341743,1.235634,-2.628621,0.959965,1
0.50542,0.007259,4545.820811,4018.895329,8054.289254,0.142846,-475.938843,91.86882,-13.680805,45.903511,-33.603107,3.537085,-6.875666,-8.374884,1.906709,-14.402578,-11.015339,-4.78602,-1.92164,-4.912027,-11.893168,3.191734,-10.437414,-2.520577,-5.73453,-8.282559,1
0.384274,0.008527,3859.524382,3488.317793,6556.922586,0.141867,-476.900818,124.185944,-18.86657,35.283684,-2.799293,36.822239,-9.328182,-3.388644,1.129271,-29.354338,11.615187,-5.707292,-2.437602,2.121191,-11.239998,2.609364,2.604181,-4.711019,5.032092,-3.871871,1
0.505772,0.035986,3038.670285,3342.226525,5428.981045,0.086832,-382.826233,119.784172,-0.944584,30.553389,-3.496113,13.881377,-3.694229,-5.075607,-2.971152,-9.952542,-2.647446,-5.915112,-0.923444,-2.936992,-0.721685,-1.892083,-0.646936,-1.961756,-3.127034,-0.933617,1
0.481758,0.015973,2789.117716,3637.505251,5452.381288,0.061326,-487.596741,140.218826,-5.403829,25.851522,10.372608,6.625097,5.848935,-3.942844,-1.0254,9.679591,0.000154,-1.48189,2.054412,0.93281,2.276391,1.734255,-0.303531,2.150507,-1.763263,-3.096811,1
0.477364,0.034021,1928.271204,2623.776021,3443.196521,0.04707,-368.488068,161.001495,-6.832853,9.868701,6.203203,11.062373,-14.76541,-8.723686,-0.967609,-5.116939,2.06528,1.398659,-7.176278,-2.703686,0.414625,-6.638099,-2.83237,-3.646078,-12.406145,-8.062798,1
0.398244,0.039147,2587.411931,2726.514874,4160.51357,0.076372,-349.63794,142.65593,-25.757536,42.485283,1.70144,18.365583,3.725529,-8.181034,-10.925563,-18.786217,0.110011,-0.223333,-0.94935,-6.156862,-1.511864,-0.217833,-5.815102,-3.555874,2.677879,0.80377,1
0.342582,0.042793,2304.378091,2988.921094,4053.294188,0.056476,-339.17572,142.212479,-27.997437,12.402576,-7.030329,9.742591,-7.955163,-4.534848,-11.479847,-11.645021,-3.271567,-4.259152,-2.767616,-5.181634,-1.834873,-6.038994,-6.544106,-4.477433,2.325295,-3.996826,1
0.508721,0.031378,2379.877278,3062.091056,4888.286048,0.037541,-375.534821,138.251648,-20.180416,76.834969,0.94838,31.62051,9.17206,-2.649512,5.244947,-4.888241,12.172466,-5.098465,2.426628,5.703323,1.587466,8.896236,-3.002657,8.378264,0.79652,-0.779405,1
0.441806,0.0115,3799.757412,3677.584644,6728.316926,0.121193,-490.056549,114.655395,-33.485249,21.186522,-9.397653,0.694275,-2.896408,-1.627855,0.076251,-1.226054,0.932724,-7.452082,6.597105,-1.118085,-5.469932,0.151129,-5.290036,1.312608,-3.049285,-5.386662,1
0.387327,0.021476,2886.589874,3172.029343,5452.879166,0.071086,-406.583557,130.823746,-16.735973,56.341606,-17.626064,21.67235,-0.389671,6.656418,10.143764,0.558723,11.138778,-2.517681,2.334576,8.566469,3.580793,7.06713,-2.41696,4.130387,0.550638,-5.55237,1
0.59479,0.002449,5092.710472,4358.535807,9197.291591,0.182978,-516.957581,92.604645,-31.244869,36.590675,-20.772932,12.716888,-8.21114,-12.34712,12.238229,-25.12011,10.68117,-12.529306,-5.089039,0.291818,-13.577708,2.994808,-12.23451,-1.08339,-7.36828,-2.845483,1
0.415493,0.056398,2375.378296,3237.042414,4567.901858,0.045882,-352.028412,131.569992,-4.1397,18.440151,6.27183,7.652859,-3.6547,-11.71921,-7.740114,-8.975698,-5.016724,-2.543839,-4.414768,-6.59537,-3.576563,-0.635288,-2.054854,-8.166739,-0.096303,-0.845574,1
0.40073,0.097428,2525.414037,2443.086253,4203.828915,0.079406,-255.995346,139.927246,-43.219646,23.721779,-29.612734,0.579019,-5.922572,-8.017664,-8.263457,-19.161991,-5.582255,-9.600624,-6.557878,-8.80352,-3.33918,-3.750204,-6.824432,-8.342609,-8.652294,-3.360543,1
0.450997,0.026261,2938.87924,3495.145047,5325.422519,0.073471,-395.518433,124.471191,-23.184509,16.548424,2.767402,6.288756,5.529652,-1.076313,-5.17327,-13.756847,-1.324865,4.302209,-3.973915,-8.649918,-2.606575,4.319655,0.191135,-4.455341,-0.818282,-0.39102,1
0.436236,0.013513,4259.425542,3777.379305,7551.55742,0.134972,-467.040833,98.772591,-7.536368,39.864895,-16.258602,0.630815,-17.910646,1.841621,-7.489915,-10.288703,-4.49871,0.371628,-8.37895,-7.89065,-7.577695,5.439389,-6.298455,-3.714691,-5.296191,-1.346194,1
0.296569,0.027693,2360.286901,3322.173519,4481.488854,0.04392,-416.339966,127.952377,-10.561525,5.825348,-3.210036,1.671964,-13.180454,1.63226,-6.860859,-1.096731,-7.834785,-3.625417,-0.26555,-8.434791,0.100179,0.407011,-6.26006,-0.943786,-9.045803,-6.822342,1
0.3762,0.058771,1959.045597,2212.677195,3307.001393,0.062845,-261.99823,162.381226,-60.002563,-2.302105,-25.383011,-14.416333,-19.907259,-5.176037,-0.907407,-11.196242,2.106947,-3.458289,-6.491507,-9.25514,3.780697,4.176871,-7.100947,-5.716775,-1.119779,-5.605549,1
0.322096,0.022935,2148.090259,2952.045691,3592.43531,0.041899,-436.00708,139.24469,-5.772718,33.181591,12.088491,16.727573,-17.13916,-8.572246,1.024815,-2.630973,-0.362355,4.861946,-1.158023,2.123544,8.821268,-3.235959,0.922118,6.632089,-4.065873,-1.767603,1
0.42847,0.029554,3805.7432,3206.13751,6483.983528,0.112689,-340.36087,102.030136,-31.718292,82.20018,-6.587114,23.984905,-26.595387,5.50343,-14.354649,1.80229,-7.97349,-0.776695,-0.205346,-3.290754,1.958235,-6.572231,2.263073,-2.707211,-2.013237,-10.476613,1
0.43471,0.023969,2280.565858,3344.262854,4293.073462,0.044326,-461.99408,157.888184,2.226447,31.639414,9.322706,7.89886,6.063747,-5.431323,-3.953032,0.375644,-7.634513,1.187278,4.064079,-2.144225,-0.492932,-3.242624,-2.439606,3.098202,-2.882197,-6.837469,1
0.5279,0.029574,2509.933807,3125.525127,5366.621884,0.044482,-365.95874,142.771881,-18.263933,55.269028,1.193035,29.592869,1.436891,-2.550457,4.459542,-10.954065,4.818494,1.958643,4.338524,5.119776,1.667352,6.063708,-2.35349,3.051275,4.861469,0.942098,1
0.419006,0.030388,2905.738778,3739.793312,5471.113654,0.068412,-424.79956,89.577141,-10.255063,9.621621,10.680364,13.085754,-20.294186,-7.870673,-7.204347,-5.079098,-11.75286,-2.221963,5.150278,-3.665278,-2.043542,1.998256,-3.246291,3.43654,-4.178784,-8.070807,1
0.510892,0.016069,1407.050164,2680.155726,2431.88279,0.026014,-472.533966,190.077332,24.417482,22.093412,4.230763,-8.739805,-2.894858,-1.098185,-0.364667,-1.756882,-10.861554,-12.447654,0.340722,8.112128,5.181523,-2.826797,-3.449991,-1.448455,-1.626873,0.511475,1
0.447174,0.035773,2949.400527,3806.987073,6120.869825,0.063974,-414.242371,102.30999,1.649667,13.673132,-4.650105,9.494345,-11.3473,0.584688,-5.318429,-7.664453,-14.073037,-4.734003,0.228823,-11.123682,-0.291043,6.334703,-3.126003,3.588873,-1.57382,-4.284774,1
0.349287,0.059752,3082.914789,3317.976259,6131.859646,0.053666,-300.448425,110.880501,-25.573944,64.434822,-1.500337,16.074852,-24.706337,5.29384,3.016829,0.294645,0.352027,-6.348971,1.244856,2.521775,1.107522,-7.294589,5.484053,2.009082,-5.950188,-3.450313,1
0.465169,0.019441,3272.217702,3602.522471,6402.207144,0.07217,-397.700684,116.395233,-13.013318,65.253258,2.06172,18.571579,-20.930637,-1.313355,-6.936994,12.79939,5.839702,6.401038,1.612191,-2.287113,-1.049598,-6.552352,-1.79482,-5.470035,-2.577014,-9.912925,1
0.343733,0.013115,3030.004046,3269.27551,4910.317129,0.089059,-460.855621,133.528183,-27.330324,17.671803,-10.417547,10.340244,-22.031555,-12.569448,-10.242858,-16.269794,-1.443198,-10.18756,-6.772123,-5.446245,-5.287778,-10.289248,-7.067024,-4.771591,-15.434824,-13.494484,1
0.442462,0.011092,3545.049589,3624.153886,6145.675747,0.106174,-494.382904,124.330849,-8.583995,32.705269,-14.45354,9.796634,7.969798,-2.565526,-1.459879,-9.443461,-1.178187,-5.263971,1.358744,-1.032878,-3.602548,-2.110855,-0.292893,2.981505,-2.31447,-4.200328,1
0.356356,0.082749,2683.675679,2952.364681,4872.113854,0.079686,-319.41333,120.494766,-10.285831,18.004913,-11.85954,3.619542,-1.030891,-10.095301,-12.383034,-13.752485,-5.220141,-4.611628,-1.42907,-3.265777,-3.737072,-6.59169,-7.260836,-1.980328,-0.705658,-7.786748,1
0.480742,0.019167,2039.476897,3060.322313,3334.783689,0.045763,-462.90976,158.437393,2.398662,24.573566,11.831434,18.368092,9.986285,-0.207266,0.845324,6.726048,-1.661194,-4.485105,-3.18542,0.240287,3.657979,-4.394625,-6.677808,0.058359,-2.053167,-4.472918,1
0.460196,0.042134,3294.20506,3328.081294,6188.991092,0.072531,-317.98111,117.07608,-26.25219,57.01086,-7.767163,25.844715,-18.129723,9.718677,-6.646703,2.500395,1.726101,3.840987,6.705287,4.746564,6.83461,-2.532637,4.19082,1.153551,1.944042,-3.459718,1
0.483663,0.049233,2787.385135,3816.554069,6419.508388,0.060203,-357.002899,150.417114,4.597551,17.965832,15.854515,14.817406,-22.378536,-5.486921,-11.22965,-1.190759,-9.025411,4.558325,-7.720754,-0.764362,-5.713448,4.260242,-0.183521,-1.721772,-3.183475,1.271985,1
0.447479,0.015665,3098.51385,3247.204744,5152.036669,0.089748,-425.300385,131.169418,-17.103647,21.871655,-5.441506,21.196287,-16.729815,-0.766126,-2.198656,-1.753527,-3.822803,0.19347,-6.449924,-4.218534,-11.194451,-1.138198,-6.039443,-3.043136,-3.303535,-3.174402,1
0.414647,0.033401,2418.354543,2952.177986,4519.981146,0.060866,-361.753357,142.867081,-19.896984,38.655804,4.16059,21.140551,-4.290605,-8.243984,-1.47263,-7.215638,4.953952,-11.680332,-1.356835,-0.474811,-5.706038,3.278734,-5.001236,3.216301,-0.069913,-1.691653,1
